t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000
1.03,(0.08614067026517405+0.5288773910892052j),(0.0008465987471602066-0.0008302069609319904j),(-3.4254652061734766e-07+3.4787017880588747e-06j),(0.005275730442089835+0.010657703931658848j),(5.30634027921277e-09+1.116261066913851e-08j),(-8.40184387697981e-09+4.235574569666087e-09j),(-0.0002774698768631998+0.00011187332114812276j),(-7.512928211249475e-05+7.887199020134155e-06j),(-5.451528838500617e-05+0.00040009302774527696j),(-0.00014681203414206305-0.0012916703980557144j),(-2.3613133708397867e-06-1.498270185588345e-06j),(-3.95730662765995e-12-5.280393881578459e-12j),(0.0040251355355276665+0.021663605211348518j),(-0.0020233841828547036-0.00040428164472534726j),(1.3482935829917733e-20-3.9763394767920506e-20j),(-1.4947356385992956e-21+2.0909892463151757e-20j),(1.988918134892979e-09-1.3914872693360574e-09j),(2.965276318303276e-06+4.4552062839450086e-06j),(-1.3768814478970793e-05+9.868120486354055e-05j),(-0.002901956995877253+0.007093396194391278j),(0.07984412218808244+0.5283679906698139j)
1.04,(0.4719405139029974+0.23267418199940382j),(0.00014009117042459545-0.0008743458891018352j),(2.893432620227051e-07+2.4230519223052686e-06j),(0.010361769791743695+0.001526201461471909j),(8.675658732788093e-09+2.24833872886802e-08j),(-9.922208663353278e-09+4.602051515182661e-09j),(-0.00015004216527913806+0.0002915340296620543j),(-4.355947884197133e-05+2.30729956142571e-05j),(0.0003258036131311996+0.00027029195542666506j),(-0.0011079882072928368-0.0009977290267003266j),(-2.1331662059763375e-06-1.122529938887603e-06j),(-9.071837488803602e-12-2.729018857789045e-12j),(0.018973517408878964+0.009554296067403326j),(-0.0019268594205239173+0.0013452613963020285j),(-1.0675589379140677e-20-4.186977193694709e-20j),(9.15250724484845e-21+1.760860311923618e-20j),(1.7858838238082635e-09-5.00906412666564e-10j),(3.958019863691824e-06+1.2204199830241023e-06j),(6.323710718701286e-05+8.424218217099996e-05j),(0.0030755316012203307+0.005838207325504994j),(0.4674741173850762+0.23626610206031323j)
1.05,(0.4542054372808623-0.24453591341041106j),(-0.0002862364888598893-0.0005855390298877961j),(4.874845433170707e-07+1.6187300046862016e-06j),(0.006306703426467034-0.006745236959054116j),(1.706549746807471e-08+4.215338483875516e-08j),(-1.1470775452902747e-08+4.975602119315715e-09j),(8.580255672834726e-05+0.00034883173588638185j),(-2.1299296659446154e-05+2.3173185557925467e-05j),(0.0004347055970118207-0.00016333667349089113j),(-0.0017036956921965911-6.772578131541821e-06j),(-1.9328416021926406e-06-8.452236600909233e-07j),(-1.3012051635763565e-11+4.365111090782053e-12j),(0.01820215975190953-0.00890239395095507j),(-0.00041580072950659193+0.0026092218909604305j),(-3.2703102613501125e-20-3.007475106845276e-20j),(1.609665550339465e-20+9.668309124603994e-21j),(1.4712186183914754e-09+1.5273741677824093e-10j),(2.932986253937378e-06-1.1974828930355634e-06j),(0.00011042544214187125+1.5891692499777117e-05j),(0.0055105509513173525+0.0012031017548210952j),(0.4534434440165411-0.23932093521890035j)
1.06,(0.06254058616104524-0.5010159580526311j),(-0.0004085948223733887-0.00023805335897393172j),(4.744267903158802e-07+1.0650953691547195e-06j),(-0.0017208632884394659-0.00796824043330585j),(3.829766050769435e-08+7.3520176035245e-08j),(-1.3010534335115228e-08+5.3571386031457546e-09j),(0.00032281329523096584+0.0002250475828267102j),(-8.547404370141373e-06+1.7722493706754658e-05j),(8.323776105539995e-05-0.0005322936991798205j),(-0.001443674299458451+0.0012921186604523674j),(-1.764750266125231e-06-6.37410731232662e-07j),(-1.2129166534162782e-11+1.6039051304518657e-11j),(0.003709301438748436-0.018783678114940378j),(0.0017550744614787826+0.0023503634786990924j),(-4.500173627646647e-20-7.502014821346426e-21j),(1.776161856988562e-20-1.7127407228193404e-22j),(1.0800376525680755e-09+6.110896008969629e-10j),(1.1349431683277114e-06-2.1067178949251154e-06j),(9.476069899144659e-05-7.099075056398885e-05j),(0.0038056983501110657-0.002908653478406763j),(0.06532848051914611-0.4969597645325976j)
1.07,(-0.36394206074422053-0.3331636273581004j),(-0.0003380814131621001+1.1414220602941712e-05j),(3.816743372916283e-07+7.075623782119114e-07j),(-0.006649499025327646-0.002775419404592818j),(8.767962967728324e-08+1.1670194954482055e-07j),(-1.450796430747955e-08+5.741153297678957e-09j),(0.00042815785093442327-5.0078564898944195e-05j),(-2.475593859254698e-06+1.1797081464448477e-05j),(-0.000499705299660335-0.00041874288110434616j),(-0.00022244961979234461+0.0021789746459124557j),(-1.6285093440823826e-06-4.774994984100891e-07j),(-1.7668923234721803e-12+2.981813531258842e-11j),(-0.011884253682501853-0.01344324032434014j),(0.003187907113395741+0.0004301776257228037j),(-4.282241540345633e-20+1.8806080431400963e-20j),(1.423355117883657e-20-8.929885727141423e-21j),(6.385379723246822e-10+8.991643141595038e-10j),(-3.496804835986677e-07-1.7491526368900811e-06j),(1.749934348216333e-05-0.00012473189017872787j),(0.00022478369910480214-0.004038458673293752j),(-0.3593951395124029-0.33217438047106207j)
1.08,(-0.47049982951148767+0.10203652983000354j),(-0.00020149468750774643+0.0001278373044603737j),(2.7472439275372423e-07+4.844864632602015e-07j),(-0.005387092825840868+0.0034099459287346002j),(1.8970045347905138e-07+1.6062987700558632e-07j),(-1.5935653340336048e-08+6.112669695705631e-09j),(0.0003130218826096719-0.00035366481354709623j),(-1.534432591724669e-07+7.246994704699327e-06j),(-0.0007683006406085386+0.00022910179435105152j),(0.0014722877999002767+0.001969145247542386j),(-1.521504614423112e-06-3.4954528268987746e-07j),(2.2531631179697385e-11+3.903647306751245e-11j),(-0.016654942423204776+0.0011322073253270904j),(0.002760738164110536-0.0021279010729302068j),(-2.612613056702834e-20+4.009897300187857e-20j),(7.050238890922993e-21-1.4249590236574732e-20j),(1.67990328949479e-10+1.0295334351871684e-09j),(-1.0200852437575659e-06-8.238550235535778e-07j),(-8.15319975263948e-05-0.00010675299263231152j),(-0.002439091870928031-0.0023671486700132865j),(-0.4667362572915599+0.09971677588472679j)
1.09,(-0.183153685670018+0.431840777844895j),(-8.04646710655452e-05+0.00014523495769088452j),(1.7988735186424744e-07+3.4607149728689186e-07j),(-0.00028694996968785854+0.005637809546534829j),(3.7337534184647016e-07+1.6956416074520296e-07j),(-1.7273217491925493e-08+6.4452307910430906e-09j),(-5.285301120342746e-06-0.0005175497382262628j),(4.3477263994360467e-07+4.267296063324863e-06j),(-0.00031969766549852497+0.0009269451080767971j),(0.0026930282129244455+0.000491941517079176j),(-1.4402531619924956e-06-2.4166480054520806e-07j),(6.180416127472036e-11+3.099315815645782e-11j),(-0.008645268077819354+0.012780428822473088j),(0.000476773794228045-0.003702884255339005j),(1.2634062546294098e-22+4.8886793478460396e-20j),(-1.385979774798864e-21-1.4983331738632755e-20j),(-3.1136285842079694e-10+1.0050251432471989e-09j),(-9.497179486826716e-07+1.6807210816459022e-08j),(-0.00014256430863103802-1.764299466665612e-05j),(-0.0028363536111334115+0.00021870671844914733j),(-0.18216205156244658+0.427776563760539j)
1.1,(0.24103857879273735+0.38758003647833583j),(-4.6579391246197375e-06+0.00011385761565176788j),(1.0403168001660999e-07+2.579251428315755e-07j),(0.0039148182140357314+0.0031085250364022124j),(6.530318240169525e-07+6.799016041414878e-08j),(-1.8501807538610252e-08+6.699433160338398e-09j),(-0.0003867565220526659-0.00041502683766633824j),(3.866139850542833e-07+2.476813704695029e-06j),(0.0006527637173743747+0.000982991000598604j),(0.002541302582430647-0.0016329517341136023j),(-1.3811850997735836e-06-1.454593172889839e-07j),(1.0691131373819111e-10-1.3049283057525865e-11j),(0.004250106626150365+0.013521470702707346j),(-0.0024037220124880007-0.00314087818604629j),(2.7460817028506265e-20+4.1625661526018195e-20j),(-8.560314315536566e-21-1.1387427383868935e-20j),(-7.771605801334139e-10+8.211429234605232e-10j),(-5.102331233887589e-07+4.4595731483101344e-07j),(-0.00012012345171770719+9.649777166252543e-05j),(-0.001449615919055991+0.00187851637073796j),(0.23900190719613904+0.38424106893045085j)
1.11,(0.44288611981449433+0.02457365358941495j),(2.9140411500679278e-05+7.140603751896687e-05j),(4.597265495750656e-08+1.9842394604652468e-07j),(0.004259369100682671-0.001195433008091218j),(9.87796201838573e-07-2.620677123070142e-07j),(-1.9601954993698844e-08+6.822982883005127e-09j),(-0.0006200664530455998-4.661419842821185e-05j),(1.9167284682426605e-07+1.4415953004074919e-06j),(0.0013849826107874988+0.0001258168183823885j),(0.0008004269874917569-0.0032019943479997303j),(-1.341422210427531e-06-5.4938126805701094e-08j),(1.28559416642752e-10-1.1124884194666476e-10j),(0.012027292821404032+0.004776014101066527j),(-0.004106028188061529-0.0005829929575962216j),(4.6696856076028577e-20+2.009796350744066e-20j),(-1.2561597851912343e-20-4.922797807714398e-21j),(-1.2022425354642473e-09+4.667341107303387e-10j),(-6.998045593889862e-08+4.7063433194137994e-07j),(-1.4734121119002372e-05+0.00016514687696783146j),(0.00032628923913470727+0.001945790832692897j),(0.4393942584381411+0.023732499390055527j)
1.12,(0.2659398282890163-0.338696506460945j),(3.606274548183623e-05+3.6698745626141904e-05j),(2.1943057831233793e-09+1.545759589649485e-07j),(0.001373187609275372-0.0036606737453503536j),(1.2262754256425119e-06-9.476525461796317e-07j),(-2.054919818302924e-08+6.762769983739586e-09j),(-0.0005312784156060919+0.0004266267428252427j),(2.262080787198801e-08+8.430647042662835e-07j),(0.0011342968524620102-0.0011311267279830342j),(-0.001747893141183176-0.003111430304216747j),(-1.318663666198525e-06+3.545632211296071e-08j),(6.984014260906286e-11-2.6208633831862446e-10j),(0.01032290229488043-0.005605890005628649j),(-0.0034783404692453617+0.0025412562908318594j),(5.103724022184818e-20-9.042201496238247e-21j),(-1.2577954850254354e-20+2.2783979551792545e-21j),(-1.5502480786117318e-09-7.461357732281163e-11j),(1.7531170632502184e-07+2.7791141895423507e-07j),(0.00011828138749143487+0.0001343654321667736j),(0.0013528578403412723+0.0009190662110883074j),(0.26316562583729164-0.33703963155334493j)
1.1300000000000001,(-0.12208173469252778-0.3994644554570364j),(3.0495972927040333e-05+1.4615006273849971e-05j),(-3.063849574539887e-08+1.1880873582671187e-07j),(-0.0018681528778571104-0.00289793613633795j),(1.0662684420058565e-06-2.032668060360915e-06j),(-2.1312114398596624e-08+6.47245318718673e-09j),(-0.00010138567766521312+0.0007391048417642464j),(-8.232989435655162e-08+4.866046454782042e-07j),(-0.00012916462701004-0.0017972080079359657j),(-0.0036454499481018334-0.0011312402027470875j),(-1.31076738611901e-06+1.3129879071655236e-07j),(-1.453112600207377e-10-4.112154089133114e-10j),(0.0022296270894331446-0.01037116981209404j),(-0.0007591279903962664+0.004370690476465266j),(3.841559843949674e-20-3.6333955410200025e-20j),(-9.016727817285002e-21+8.096638499716102e-21j),(-1.7733709848601242e-09-8.229238731759899e-10j),(2.136853070340752e-07+6.390963972010725e-08j),(0.0001938182948038904+6.196631327664144e-06j),(0.001326341422095756-0.00026037995589722046j),(-0.12288425835751311-0.3967246452016173j)
1.1400000000000001,(-0.38557251216736715-0.12361128097494736j),(2.1653522742973132e-05+3.158813471095014e-06j),(-5.492846582379973e-08+8.675834518302993e-08j),(-0.0030235595178287186-0.00022352350544185373j),(8.64417474077542e-08-3.3286762673373533e-06j),(-2.1852525858276742e-08+5.919221912770201e-09j),(0.0004792659941474386+0.0006600665028749751j),(-1.2998173712461996e-07+2.648392961779285e-07j),(-0.0015690963406774729-0.0012039003141358262j),(-0.003621113616140165+0.0017835472539287742j),(-1.3153638505188812e-06+2.384818874123569e-07j),(-5.691498677605008e-10-4.1566691654061705e-10j),(-0.005662003858037869-0.007680431720761222j),(0.0025306371556555727+0.0037608309880209252j),(1.2354567168005353e-20-5.2557749212772194e-20j),(-3.254872223020929e-21+1.1029497726081807e-20j),(-1.811195915553504e-09-1.8020807993951315e-09j),(1.348147558818684e-07-6.277611005526338e-08j),(0.00014810833209391282-0.0001499443244685722j),(0.0006336038341166236-0.0009159021230991514j),(-0.38455631999422063-0.12131709117305355j)
1.1500000000000001,(-0.31102112742221427+0.23913856065533817j),(1.3850235321230917e-05-1.5051682200056657e-06j),(-7.211997542599822e-08+5.5910326296215085e-08j),(-0.0017663147886161613+0.001984029962128625j),(-2.087137547058943e-06-4.262545259854876e-06j),(-2.2127687078486666e-08+5.089524767621039e-09j),(0.0008769228534929608+0.0001522413078553751j),(-1.3645556645652935e-07+1.2188435157966775e-07j),(-0.00208280638423975+0.0003734131751246868j),(-0.0014662495101115415+0.003956524467979075j),(-1.3294145676929167e-06+3.634838338630937e-07j),(-1.1405551961777131e-09-3.7656788329043384e-11j),(-0.008518360574081334-0.0008793477636790828j),(0.004492466862561308+0.0009904475089575482j),(-1.8986109644197045e-20-5.181329623504547e-20j),(2.8602746154190193e-21+1.0546572548527003e-20j),(-1.5906120045940536e-09-3.0431314346091327e-09j),(3.765409666735395e-08-8.977104466948532e-08j),(-1.1697460239106828e-05-0.00022949688018877588j),(-0.0001338470017650484-0.0009051678094180496j),(-0.3090463708571105+0.24024215049162417j)
1.16,(0.019822017544345056+0.3795610551440414j),(8.313624658680147e-06-2.6442825381542763e-06j),(-8.288406216556297e-08+2.4783922289046486e-08j),(0.0004204553695845712+0.002279166478289499j),(-5.456623659730907e-06-3.83264486194963e-06j),(-2.2098204600920655e-08+3.9962841916890495e-09j),(0.0007962871298000565-0.0005512043449013283j),(-1.1625019015769003e-07+2.9465811303749982e-08j),(-0.001194921458739752+0.001852151626573969j),(0.0017065816090169024+0.004010935964709174j),(-1.3481192093629993e-06+5.135991331680313e-07j),(-1.563708120362969e-09+9.80893490831003e-10j),(-0.005795232511150605+0.005047118294798477j),(0.003973794744597673-0.0023965231098783393j),(-4.5337050001540395e-20-3.362562935276723e-20j),(7.580321937718928e-21+7.1228682234018e-21j),(-1.027705681138318e-09-4.591441348295426e-09j),(-2.1736415197380372e-08-5.863279368136467e-08j),(-0.00019491642065254467-0.0001586192423911987j),(-0.000577331489173829-0.00047854781048775803j),(0.021998843470519978+0.3793588906311727j)
1.17,(0.31406370042306486+0.19227206594903454j),(4.843148760441066e-06-2.3321214813397144e-06j),(-8.726208216694703e-08-7.513954144544302e-09j),(0.0017795897217177032+0.0009403009614196111j),(-9.232349319776193e-06-8.140189734059906e-07j),(-2.173295515060921e-08+2.6842336127393584e-09j),(0.0001897901302882978-0.0010327020047815195j),(-8.047692971701268e-08-2.671447287667743e-08j),(0.0005247693084790995+0.002169493540654736j),(0.00407555764172515+0.0017861626319184197j),(-1.3629169123181513e-06+6.964704240333507e-07j),(-1.2236474417535883e-09+2.710664664301806e-09j),(-0.00031739612305930413+0.006904022932292988j),(0.0012381986262874824-0.0044879213237047355j),(-5.762142505897252e-20-3.3314345149729375e-21j),(9.71546359956026e-21+1.989952386445663e-21j),(-4.111557607286421e-11-6.517362666999242e-09j),(-3.555163706609686e-08-1.6999463581700447e-08j),(-0.00027204775507521636+4.3906620358303894e-05j),(-0.0006132206650313432+1.253903689239983e-05j),(0.31582326317577714+0.19077009247100407j)
1.18,(0.32564706464798604-0.14608158457253112j),(2.824931926104345e-06-1.6343481204821517e-06j),(-8.48913420227265e-08-4.15581847683333e-08j),(0.0015963200274370954-0.0006905909413166671j),(-1.146145095409294e-05+5.650178398569883e-06j),(-2.1019030288373903e-08+1.2191651447118688e-09j),(-0.0006470842633573369-0.0009306504479056289j),(-3.77283522099175e-08-5.414719091194579e-08j),(0.0018912021820894846+0.001112777571382716j),(0.004231934644142327-0.0014975866068521963j),(-1.3615901802729472e-06+9.184031346770666e-07j),(7.348838266319244e-10+4.703638465291456e-09j),(0.004273653095663557+0.004546820469997029j),(-0.0021874055946488713-0.004100463520855601j),(-5.1079099489240754e-20+2.936615080513555e-20j),(8.887800074695067e-21-3.2597357188950848e-21j),(1.4283994812855699e-09-8.943064796743223e-09j),(-2.2926330226978084e-08+8.238014929331588e-09j),(-0.0001613528711450283+0.00025635356329237896j),(-0.00037827629443672417+0.0003284222331667487j),(0.3261389908249058-0.14864164405664215j)
1.19,(0.06073765589797739-0.3407779212295761j),(1.6910892206976424e-06-9.870804540657207e-07j),(-7.50970037744967e-08-7.792222148954144e-08j),(0.00040802613702109556-0.0014384109022309655j),(-9.064137630761615e-06+1.4968269125465231e-05j),(-1.99662977268827e-08-3.203053161067288e-10j),(-0.0012002886915173446-0.00020450406057468794j),(4.790921679098603e-09-5.729457015175048e-08j),(0.002019859255542176-0.0005435310910421587j),(0.0020681367990930764-0.003969637857955095j),(-1.3279915507298877e-06+1.18278162031747e-06j),(5.022621186202916e-09+5.644580624647107e-09j),(0.005659529664887545+0.00011627225727694076j),(-0.004382585497553383-0.0014529262524105517j),(-2.714809669659032e-20+5.3476392642948705e-20j),(5.572038718674516e-21-7.122037884115794e-21j),(3.3823215921054966e-09-1.2073727631021017e-08j),(-5.8843946224124025e-09+1.3554175120811108e-08j),(9.626976785177179e-05+0.00031945893067751954j),(-7.218328292224874e-05+0.0004022514515762095j),(0.059160113279513614-0.3433270367940879j)
1.2,(-0.24057519923482254-0.2345856845125483j),(1.0487900038870568e-06-5.10642326652323e-07j),(-5.68828750389542e-08-1.1750979497533502e-07j),(-0.0007226402970624845-0.0010544966890771394j),(1.1166706997359051e-06+2.3773514324367998e-05j),(-1.860633328292555e-08-1.850960396056031e-09j),(-0.0010509042965249392+0.0007664509508054744j),(4.049305673116745e-08-3.958327971777467e-08j),(0.0009568856443668503-0.001677601019040486j),(-0.0011632784888340965-0.00425607317291293j),(-1.2421541929585849e-06+1.4879322452403187e-06j),(1.1418541869245397e-08+3.2449405378901643e-09j),(0.003688650214337951-0.003605688849881764j),(-0.004124963004085839+0.001956102106110155j),(6.705650855382246e-21+6.0434161033693e-20j),(9.172898256934557e-22-8.5883376032155e-21j),(5.694631196905826e-09-1.6226312025659784e-08j),(3.719087401141888e-09+7.973343911686502e-09j),(0.0003363579061284142+0.00014968365086127754j),(0.0001556460124509075+0.0002943629641254941j),(-0.24392259186668128-0.2353211967985178j)
