t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01
1.08,(0.27535997707995524-0.1205633511176263j),(-0.2329220795116218+0.12167659616974466j),(0.39825956346211183-0.35791601993045774j),(-0.09295909028182656+1.502533169827879j),(1.1436410981139924+0.5691473861530093j),(1.8306236089616885+1.723391150360836j),(-0.20536740272276618-0.4093767121525768j),(-0.36065213417075065+0.4912018365957326j),(1.2159653843371132+0.5633564396274999j),(0.28070294871487694-2.504778522377248j),(4.070118823110386-0.2644566035158372j),(0.8534441645266714-0.3967704620955758j),(-0.8115207446239338+0.5319409128144924j),(-0.17509907303405117-0.434461717962848j),(0.4642201233718617-0.17518442046369512j),(0.7164776035505867+2.263593905104696j),(0.11986220216092847-0.3160782200603459j),(0.564319082823847-0.2811490926904261j),(-0.30212930935767784-0.5819844053354993j),(0.3263212956803016-0.31387557087751405j),(-0.5449662013982551+1.2201685511199776j),(1.7026146625938443+0.46218990316470426j),(-0.7969526225880457+5.207507311216596j),(-2.035552215420617-2.1587090864582725j),(0.14010072421234704+0.2270605671146205j),(0.22429866291966183+0.3039603270002662j),(0.8162254432868192-0.2557126156472022j),(-0.28566221461344254-0.18188202390686586j),(-37.446925424282774+27.701348547059133j),(-25.41496066938635-20.75620970522152j),(-37.09318330397793+11.343869125756289j),(28.73222423804763+42.0237013258947j),(3.075401763480495+1.2256983804111676j),(3.6742397445754635+0.27034778132685083j),(-0.07937823869982985+1.6295363353529573j),(-1.3638862206495328+1.506442507037039j),(-0.23482738990336796+0.0961671185194905j),(-1.3618860598349458-0.2233713394152368j),(-0.24371502376324217+0.24125177129661854j),(0.00038126473676466585+0.7160299047631202j),(0.27535997707995524-0.1205633511176263j),(-0.2329220795116218+0.12167659616974466j)
1.09,(0.28466964183125343-0.0976707981941641j),(-0.24270355502148483+0.1265563132277561j),(0.40222787198526544-0.3549624448967982j),(-0.055647930815902275+1.5811129353139155j),(1.175271823117536+0.5868710804318313j),(2.0339122350515657+1.6576607268013066j),(-0.18437655384285062-0.43332086856048896j),(-0.38421434113996356+0.494837125947032j),(1.186516261534632+0.5475646360881556j),(0.15075656335852983-2.35194950843663j),(4.015103963844863-0.547434031075726j),(0.8505475131675353-0.319244924716863j),(-0.8115286653080962+0.5032500367197494j),(-0.16113824822865494-0.4294381086465343j),(0.4543361097145494-0.16566053347361415j),(0.9179565775551519+2.3464868438900086j),(0.1418170686111346-0.29796956968753285j),(0.574717686380079-0.23722200194641874j),(-0.2697248927607754-0.5861461653160057j),(0.3468873042565042-0.2794043287279761j),(-0.5202844389446877+1.2718717419293484j),(1.7236539513918918+0.3797314406750616j),(-0.722990344290942+4.954629918026207j),(-1.952456450123041-2.120265771776714j),(0.1164443929088826+0.2425656754431182j),(0.2001910565024657+0.3435101284933749j),(0.825241989997085-0.22697377344936362j),(-0.27074459299383796-0.1645662816596532j),(-36.8666963978501+27.39334025441141j),(-25.41099069622693-21.539847521234616j),(-38.099324527253174+11.059331161768702j),(29.189079293925985+41.38366749877934j),(3.182508721153057+0.9946991863101976j),(3.6766055991761832-0.06953069428738312j),(-0.15551420159993784+1.6584217916276038j),(-1.4367486853096982+1.5724803579019415j),(-0.23635510509489457+0.05741600720426174j),(-1.3541599516559844-0.22021973896243316j),(-0.2744574385948032+0.22701350071565057j),(-0.029373544270397078+0.7438589972659437j),(0.28466964183125343-0.0976707981941641j),(-0.24270355502148483+0.1265563132277561j)
1.1,(0.29172794358347737-0.07414437538691938j),(-0.25319831263952836+0.13086062802314946j),(0.40496557963852303-0.35258110670708265j),(-0.007982351623779652+1.664307538288274j),(1.2104825166484663+0.6005973409870412j),(2.242874057425415+1.556735065922652j),(-0.16203034223559287-0.4561388533670283j),(-0.4071844548483519+0.49820077511590105j),(1.1586727157618637+0.5352420963048927j),(0.046627457017845444-2.2082956245330156j),(3.9450291905173014-0.8250288045694577j),(0.8537716971094995-0.2434651871589694j),(-0.8114274019405621+0.47427000638534655j),(-0.14684325331486917-0.42395605100414036j),(0.4425424658309997-0.1551833068885146j),(1.1541919514199053+2.413898623507335j),(0.16218112916443841-0.2786918370315336j),(0.5839573457027266-0.19265228337511198j),(-0.23765445923855066-0.5891572897624756j),(0.36610306881350363-0.24377697744981403j),(-0.4896347117602959+1.3220605713868026j),(1.7361647507247178+0.29578793891426103j),(-0.6510295342607468+4.717590492114532j),(-1.8763603091590455-2.077474881666006j),(0.09105742131900661+0.25588297858398207j),(0.17378062124482038+0.38124276426354825j),(0.8330950494887043-0.1980834497213221j),(-0.2573519158045605-0.14658192284980204j),(-36.29495057956534+27.046049302719183j),(-25.417206368404248-22.271574674582588j),(-39.07397116293206+10.81079928908327j),(29.603345060034858+40.74023110963707j),(3.250141863667547+0.7492148806717387j),(3.6198796637722235-0.4005266744882595j),(-0.23894921926166057+1.6868004832522254j),(-1.5138221506246703+1.6424651180771506j),(-0.2349682059608828+0.018906324195455796j),(-1.3459545606131242-0.21738751890347754j),(-0.3049020764836396+0.21054630975351152j),(-0.05853493845649898+0.7711524423771489j),(0.29172794358347737-0.07414437538691938j),(-0.25319831263952836+0.13086062802314946j)
1.11,(0.2964943287308911-0.050200846927420634j),(-0.26435306920001245+0.13451370479474659j),(0.40637030575937044-0.3507904895460423j),(0.051783262063261+1.7519613270109156j),(1.2488602063687824+0.6092021351994938j),(2.4502493736694637+1.4164214235303945j),(-0.13844085857196298-0.4777676862419879j),(-0.4295667360562229+0.5013922867128475j),(1.1323694720528297+0.525770074776889j),(-0.03637745776835549-2.0741424311536636j),(3.859948591034723-1.097139422946612j),(0.862880167100606-0.1696333758656519j),(-0.8111611172098839+0.4450213105932685j),(-0.13223613917156493-0.41798734251783987j),(0.42881618940622174-0.1432573479441455j),(1.4280077566158282+2.4570396564761436j),(0.18087349242442796-0.2583262446076625j),(0.5919327447208906-0.14752196438807802j),(-0.20596909345941783-0.5910231150295314j),(0.38388491604309344-0.20705318609777343j),(-0.45326163787451573+1.3700097812609913j),(1.7399585701271318+0.21175150459360467j),(-0.5818996377425427+4.495549380324764j),(-1.8068389514957108-2.0315253387341423j),(0.06412846429721673+0.26686141320575135j),(0.14533593985795412+0.4170797168515473j),(0.8398104846078107-0.16906857633801003j),(-0.2455466989870786-0.12799445361675688j),(-35.7334820850871+26.658898456515907j),(-25.435283848488467-22.952000482762852j),(-40.018693832594515+10.599735250848656j),(29.974362441182876+40.09637728633164j),(3.2769023864974467+0.4996998810311216j),(3.509592441263756-0.7082406032706849j),(-0.33045447536611605+1.7142828627715823j),(-1.5958102632676434+1.7165765953360665j),(-0.23068358024546526-0.01912219185463571j),(-1.3372578366689802-0.2148654916593634j),(-0.33495814732612667+0.19192647969261364j),(-0.08694660069934643+0.7980951757276922j),(0.2964943287308911-0.050200846927420634j),(-0.26435306920001245+0.13451370479474659j)
1.12,(0.2989476458901159-0.026058702389823645j),(-0.27610560661977895+0.13744469912425397j),(0.40631565392413904-0.3495932525839776j),(0.12569309463752681+1.8436866502195937j),(1.2896067339951907+0.6115669987809925j),(2.6467313713145284+1.234282926870098j),(-0.11372243871984404-0.4981567509641837j),(-0.4513725445202189+0.5045070798594851j),(1.1075014583230274+0.5186635304305696j),(-0.1020376632169272-1.949369895842938j),(3.7598106822431845-1.3635709221691843j),(0.8777104063164588-0.09796711810093399j),(-0.8106758034440613+0.41552612185517956j),(-0.11734180016533072-0.41150289878063034j),(0.4132486632269007-0.12926340066485248j),(1.740541628761981+2.464422096336711j),(0.19781925323141114-0.23696399227344536j),(0.5985616218387299-0.10192481280418861j),(-0.17472088965189536-0.5917543264620925j),(0.40016068875988076-0.16930320431348606j),(-0.41154259524865716+1.4150468936394864j),(1.7351091492625486+0.12901805172596048j),(-0.5161995357112767+4.2876098783128125j),(-1.7434119151618273-1.9833942313663717j),(0.03585680625842166+0.2753689558024748j),(0.11513109675451653+0.4509783781583318j),(0.8454111995977704-0.13995315777988046j),(-0.23538527451244387-0.10887557577771885j),(-35.18390444388117+26.231349880403844j),(-25.466515966373716-23.58185231307113j),(-40.93499906280311+10.427303102888708j),(30.301613902283762+39.454947899273286j),(3.264806010117527+0.25604296076584493j),(3.355274718258975-0.9814159840811862j),(-0.4309017550733463+1.7403706246800457j),(-1.683555772269486+1.7949576814667967j),(-0.22354328238666588-0.05643114978053404j),(-1.3280616134339545-0.21264448724423268j),(-0.36455340013851895+0.1712395208110993j),(-0.11446398971301713+0.8248767991199802j),(0.2989476458901159-0.026058702389823645j),(-0.27610560661977895+0.13744469912425397j)
1.1300000000000001,(0.2990861393792777-0.0019367054246837035j),(-0.2883854526868931+0.13958850843523085j),(0.4046468287920938-0.3489696699830134j),(0.21612962618565038+1.9387655216794235j),(1.3314983705285286+0.6067313017282159j),(2.821441816772277+1.0106348219709156j),(-0.08799026576499022-0.5172675855345715j),(-0.4726194329601075+0.5076364659966061j),(1.0839456656728763+0.5135412832735144j),(-0.15340285106122659-1.833600326405075j),(3.6444734951454523-1.624025082557645j),(0.8981648028277666-0.028711749347306078j),(-0.8099195175621111+0.38580835281261905j),(-0.10218812880369685-0.40447299152499855j),(0.39612156011412175-0.11246740790729054j),(2.0898018632036774+2.421735351984604j),(0.21295054808528416-0.2147050984316234j),(0.6037867773676279-0.055964119882253915j),(-0.14396244054031618-0.5913668975228948j),(0.41487202394368633-0.13060681119470063j),(-0.3649701883138356+1.4565814612167494j),(1.7219440405168553+0.04892581417031732j),(-0.45433823489607134+4.092861136948995j),(-1.6855772302376566-1.933876208604493j),(0.006450222261804335+0.2812935892880475j),(0.08344017182281221+0.48293069691502116j),(0.8499169250716441-0.11075871107806941j),(-0.22691705406087997-0.08930261552187055j),(-34.64763031011562+25.76290067378551j),(-25.51181390945958-24.1619531462281j),(-41.82432140776093+10.294402647774994j),(30.584712467289293+38.81863102312874j),(3.2185735016956385+0.0263808138687652j),(3.1687007576631414-1.2129687722255948j),(-0.5412760887831468+1.7644245528982259j),(-1.7780684348747744+1.877694865733951j),(-0.21361421652936985-0.09278663341729312j),(-1.318361575472475-0.2107152223842065j),(-0.3936354764505036+0.14857835437286854j),(-0.1409529240584389+0.8516898904751978j),(0.2990861393792777-0.0019367054246837035j),(-0.2883854526868931+0.13958850843523085j)
1.1400000000000001,(0.29692739998729495+0.02194754704037446j),(-0.3011146224181048+0.1408864207581051j),(0.4011761789889209-0.34886825180475234j),(0.3258469657625302+2.036013852279786j),(1.3729164715464055+0.5940786716633527j),(2.9629404606369465+0.7493999746985289j),(-0.06135905905091521-0.5350735194663254j),(-0.49333029159623126+0.5108677339113827j),(1.0615739326958105+0.5101025373818282j),(-0.19294280368990185-1.7263159718733805j),(3.513717907915185-1.8780890790616531j),(0.924200950225244+0.03784823082545385j),(-0.8088426170629403+0.35589368406818345j),(-0.08680615466351586-0.3968675173937972j),(0.37800231823392016-0.09206961158291323j),(2.468713116169456+2.3123843398016506j),(0.22620747896568358-0.19165713820123678j),(0.6075777049388703-0.009750146973836811j),(-0.11374633431608869-0.5898819690067566j),(0.4279765183581366-0.09105193103149434j),(-0.31412767290975635+1.4941280518634834j),(1.7010197142456023-0.027300603522865702j),(-0.3965719479881669+3.9104071096870445j),(-1.6328348903389847-1.8836116504171643j),(-0.02387727017527192+0.28454402839960985j),(0.050532348409441284+0.5129610041034293j),(0.8533440419839264-0.08150470084023881j),(-0.2201838578104219-0.06935784121984158j),(-34.12585276717687+25.253087484736756j),(-25.571718556778354-24.693202670432015j),(-42.68800825334902+10.201689842110143j),(30.823372648832233+38.189951160395374j),(3.1445655453911403-0.18355467829740238j),(2.96205108148716-1.4000747298407143j),(-0.6626878783199255+1.7856221130774925j),(-1.8805579635731209+1.9647903708388317j),(-0.2009873572353193-0.12796224440253776j),(-1.308157184522496-0.20906818118107695j),(-0.42217309995498936+0.12404145633712459j),(-0.16628793402581535+0.878728643535694j),(0.29692739998729495+0.02194754704037446j),(-0.3011146224181048+0.1408864207581051j)
1.1500000000000001,(0.29250827241713234+0.04537906996365461j),(-0.31420840374731285+0.14128666243344148j),(0.3956793319960916-0.3491924727738771j),(0.4579863108010984+2.1335958512452113j),(1.4119736691983087+0.5735180604704048j),(3.06071870712946+0.45850142205244787j),(-0.03394186507247467-0.5515591781689304j),(-0.5135325484608732+0.5142843291254774j),(1.0402601834329461+0.5081086856061762j),(-0.22266697480563058-1.626932022025016j),(3.367260529536631-2.125221796189399j),(0.955820967243948+0.10137811807601292j),(-0.8073979943492646+0.32580955453101906j),(-0.07123015864955624-0.38865629631560716j),(0.35984061967276504-0.06731927434506035j),(2.8628974702652457+2.119230925956718j),(0.2375388917855278-0.16793389195781294j),(0.6099317797236076+0.036602668335072j),(-0.084124668471603-0.5873256689776328j),(0.43944972028212015-0.05073294420286768j),(-0.25965982466910276+1.5273212093421844j),(1.6730831639766257-0.09859589063518737j),(-0.3430364523475164+3.7393850709259584j),(-1.584702254366269-1.8331122744242776j),(-0.05490774272685586+0.2850501918836556j),(0.01666773775643207+0.5411232078406027j),(0.8557054420378359-0.05220896896401618j),(-0.21521932686555992-0.049127680373400026j),(-33.619526521574464+24.701489249620693j),(-25.646413315689895-25.17656338244279j),(-43.5272936944207+10.149578546207938j),(31.017360572490958+37.57126200726669j),(3.0496964456485003-0.37052985498526353j),(2.74644510150975-1.5435194056172195j),(-0.7963826924147266+1.8029015361042584j),(-1.9924722490874711+2.056122412101771j),(-0.18577653112527148-0.16174198406162954j),(-1.2974515660869368-0.20769351033128783j),(-0.4501571133611801+0.09773100018867224j),(-0.1903504265080294+0.9061878284997459j),(0.29250827241713234+0.04537906996365461j),(-0.31420840374731285+0.14128666243344148j)
1.16,(0.2858847139149065+0.06814695380664876j),(-0.32757617272272754+0.14074484807749346j),(0.38789321762106355-0.3497822732386511j),(0.6160531327752377+2.228774331989404j),(1.4467336348460638+0.5456027394766556j),(3.106908765811236+0.1494986299386738j),(-0.005848961195384772-0.5667198752714111j),(-0.5332574283677771+0.5179661142943415j),(1.0198843017025998+0.5073693078743559j),(-0.2442188755264713-1.5348413817509903j),(3.2047676150350566-2.3647372819815664j),(0.9930593370922098+0.1614822049327918j),(-0.8055413075892994+0.2955851245165738j),(-0.055497762226098486-0.37980940120199697j),(0.3430212473488305-0.03771421845031593j),(3.2489404047621093+1.8280611052375786j),(0.24690299878216-0.14365391944376124j),(0.6108749572994956+0.0829786352945531j),(-0.05514858905468759-0.5837288753297649j),(0.44928689118247916-0.00974873754458213j),(-0.20224210342855012+1.5559216769277917j),(1.6390243545001868-0.16408617752516483j),(-0.29377447159995485+3.57897658224817j),(-1.5407235170500908-1.7827836153705867j),(-0.0864217449848447+0.28276341211463024j),(-0.01790602917684645+0.5674975517171683j),(0.8570104223833794-0.022888159219947243j),(-0.2120484364267646-0.02870184959686576j),(-33.12934948752541+24.107730048202715j),(-25.73573863637027-25.61305011487796j),(-44.34331497387157+10.138283882803696j),(31.16650847305324+36.96474592432729j),(2.9405691870383244-0.5334870722935372j),(2.5310545025131885-1.646668780884241j),(-0.9437455690412329+1.8148882592643474j),(-2.1155404762222085+2.1513886861083145j),(-0.16811679645200742-0.19392290457040115j),(-1.2862513585944364-0.2065809316767253j),(-0.4776013762578441+0.06975103959067123j),(-0.2130266923308354+0.9342620527128122j),(0.2858847139149065+0.06814695380664876j),(-0.32757617272272754+0.14074484807749346j)
1.17,(0.27713159394859216+0.09004585893497348j),(-0.3411222252017148+0.13922433832818568j),(0.3775183304554243-0.3503888499004033j),(0.8038215119946108+2.3175833612928307j),(1.475484191614321+0.5115342053486618j),(3.0977526726961693-0.16363170463828278j),(0.022813120574742485-0.580560913996315j),(-0.55253927155008+0.5219896988938647j),(1.0003339859966165+0.5077314227758656j),(-0.258950255516207-1.4494416097932818j),(3.0258717047863035-2.595785115313668j),(1.0359686853462469+0.21769323686931444j),(-0.8032312045717301+0.2652512027681525j),(-0.03964998149642325-0.37029751581691267j),(0.3293012539597553-0.0032715820226300422j),(3.594520157829391+1.4328008449767966j),(0.2542678373578446-0.11893907601959236j),(0.6104619611481202+0.12926374082987174j),(-0.02686786346039353-0.5791269241161778j),(0.4575044906726809+0.03179944661714043j),(-0.14255088710109343+1.5798142241562054j),(1.599824467791875-0.22310627769395533j),(-0.24875831532070675+3.428413145714477j),(-1.5004749409298064-1.7329442878582357j),(-0.11820072191867827+0.277656374980776j),(-0.052956435606977166+0.5921871206379684j),(0.8572646128858805+0.006441862092359258j),(-0.21068712408959656-0.008172414579916437j),(-32.6557448523317+23.471483073044713j),(-25.839208268555442-26.003722695339768j),(-45.13711806753982+10.167850847524461j),(31.270707050278585+36.37241002854664j),(2.822931098817597-0.6730119185285965j),(2.322779645548806-1.7143958310061702j),(-1.1062944915445414+1.8197986560264756j),(-2.2518195086617125+2.25002633050329j),(-0.14816247174671007-0.22431746617706463j),(-1.2745665303118017-0.2057196737502806j),(-0.5045435510730011+0.0402057695099535j),(-0.23420578091697652+0.9631453025324869j),(0.27713159394859216+0.09004585893497348j),(-0.3411222252017148+0.13922433832818568j)
