t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00,B00_z_0015_00,B00_z_0016_00,B00_z_0017_00,B00_z_0018_00,B00_z_0019_00
1.9000000000000001,(0.3313438902125421+0.08086215151580022j),(0.271081602625951-0.2642372205641424j),(1.5064783069476397-0.03278441295201906j),(0.1777599643404849-0.20697922480341086j),(0.4115591284071014-1.2247819235352904j),(0.3073153326555797-0.4315680431156011j),(-0.3262363739151475+3.1402905995002586j),(0.3091830157767617+0.12724885351285267j),(1.8352835169091946-0.14881365869452381j),(1.0159100890709536-1.6386330121952415j),(0.6531963845157401-0.2921017010452276j),(0.19451742336522945+0.10121320049272022j),(0.14681686936295837-0.04137941244608314j),(14.590834693778092-2.6843395653723214j),(0.2604945494310251-0.21006921180331176j),(0.43484941708193575-0.8339865917252992j),(0.4413656875889695-0.9511905269564529j),(0.4197691192948013-0.6040688526948279j),(0.35947926518790146+0.1332904492369875j),(1.4347127813730154+0.03838575989802411j)
1.9100000000000001,(0.32946315793707015+0.07316781531560537j),(0.27696870170703775-0.2744696410229665j),(1.507513128799135-0.025961185612749453j),(0.18230031343110603-0.21836808206082575j),(0.4199359372442357-1.2603782174865161j),(0.3157603394852573-0.44377097786667563j),(-0.2539321762268291+2.9986799361375085j),(0.30623641788013034+0.11892700224703738j),(1.8411787392176766-0.13451639487592792j),(1.0458662148787543-1.6883295476458082j),(0.6604460994635366-0.29740715794433537j),(0.19233056487876846+0.09082375404111005j),(0.14786295963533008-0.052570621334960314j),(15.111784077833608+0.06843456984903497j),(0.2653320347354274-0.2199186069369688j),(0.4461465754247274-0.8550516842955144j),(0.45243669546039406-0.9761389717011313j),(0.43044514064614964-0.6186166704872548j),(0.3563299137469912+0.1258077120788766j),(1.4333161436475865+0.043866792869669644j)
1.92,(0.327763153051533+0.0653182602613567j),(0.28308332547865006-0.28489088594870515j),(1.5083151854227672-0.01889911278097038j),(0.18708031363963784-0.22993933900580532j),(0.4284162250163206-1.297840607182892j),(0.324434552801903-0.45626617381122714j),(-0.191176954062262+2.8655139516262498j),(0.30347514243485396+0.11044566724196535j),(1.8465608388848775-0.11958807027230885j),(1.078231241107477-1.7407537045315973j),(0.6678938697483507-0.30282542565826376j),(0.1903736911628269+0.08026864657798842j),(0.1491617959285243-0.06392584521412581j),(14.526646770578054+2.8393869933024956j),(0.27039707691367526-0.22993965401972896j),(0.4577282786962111-0.8769577720470547j),(0.4637828456044153-1.0021820864024513j),(0.4413954648307945-0.6336205747400977j),(0.353345861592583+0.118170032142534j),(1.4317096537879979+0.049488903423854064j)
1.93,(0.32625038948654284+0.057329381164845025j),(0.28942679425404927-0.29548944377121883j),(1.5088681708139415-0.011625413667768418j),(0.19210103132013825-0.24168050004832306j),(0.43699375528433787-1.337272497033109j),(0.33333910239374215-0.4690480047992631j),(-0.13668849932540222+2.740341475303626j),(0.3009065950925878+0.10182110416976256j),(1.8513739454496891-0.10408187546025859j),(1.1132547323073076-1.7960523372786845j),(0.6755396844601019-0.3083447105058767j),(0.1886533095042029+0.06956512798461982j),(0.15071682015250373-0.07542897172386047j),(13.039440331825094+5.046814024138917j),(0.2756913854186752-0.24011944052346076j),(0.46960102925982106-0.8997282465659742j),(0.47541104586847444-1.0293602651809284j),(0.45262416976939945-0.6490821108379917j),(0.3505347032055921+0.11039299244045195j),(1.4298865710888853+0.05522739354856349j)
1.94,(0.3249307220278465+0.04921755274772822j),(0.29599971161901445-0.3062533616701503j),(1.509157662247468-0.004169086226417396j),(0.19736284041316537-0.253578671809893j),(0.445660763589926-1.378784783671655j),(0.34247438853275686-0.4821104054490142j),(-0.08936924496775353+2.6227028855006522j),(0.2985375149255954+0.0930700415458087j),(1.8555662414170886-0.0880576532088025j),(1.1512181413051736-1.8543776967108392j),(0.6833826639308991-0.3139529513795254j),(0.18717523399013786+0.05873086380520749j),(0.15253076961278708-0.08706349979742972j),(11.13697780356502+6.427049387962404j),(0.281215956372566-0.2504446180941418j),(0.4817708426748715-0.9233870849709582j),(0.4873278282148844-1.057715617830013j),(0.4641346190898047-0.6650024590858395j),(0.34790338827562467+0.10249266897203425j),(1.4278419012545396+0.06105679979368862j)
1.95,(0.32380930577570644+0.040999569177991975j),(0.3028019255657754-0.31717027984158624j),(1.5091713701255753+0.0034393099820670793j),(0.2028653926390732-0.2656205949065492j),(0.4544077372791579-1.4224965034665882j),(0.35184002677650156-0.4954468844134929j),(-0.04827858988018821+2.512142631156882j),(0.2963739335433938+0.08420961938606282j),(1.859090955989889-0.07158145632370079j),(1.1924393610480801-1.9158863969750204j),(0.6914210142776936-0.3196378894730494j),(0.18594455128539092+0.04778387906699668j),(0.15460564925080994-0.09881258580177375j),(9.254504061201095+7.061901028877578j),(0.2869710369619689-0.26090144220493466j),(0.4942431615296519-0.9479588520520351j),(0.4995392688936558-1.0872920377915802j),(0.47592937948974867-0.6813824318864122j),(0.34545817821555297+0.0944855687544104j),(1.4255725153165766+0.06695110490237098j)
1.96,(0.3228905605666774+0.03269258363699307j),(0.3098324912847986-0.3282274655832605j),(1.508899358209589+0.011167903279228232j),(0.2086075897643692-0.27779267442340483j),(0.4632231579283965-1.4685355326753502j),(0.3614347915089547-0.5090505363677513j),(-0.012609295117553121+2.4082176284572303j),(0.2944211393746944+0.07525732838885223j),(1.861907299206316-0.054724946900131285j),(1.237277932928038-1.9807378765961543j),(0.6996519861838789-0.32538714129988017j),(0.18496559076491148+0.036742503677294674j),(0.15694270729040113-0.11065908812817314j),(7.620121198415187+7.181623567660622j),(0.29295609216584423-0.2714758116537718j),(0.507022757143755-0.9734686934607784j),(0.5120508946596795-1.1181352625697556j),(0.4880101319255644-0.6982224682390089j),(0.3432046081076844+0.08638856784833149j),(1.423077239743773+0.07288396218966442j)
1.97,(0.32217814055731636+0.0243140480232082j),(0.3170896358774031-0.33941184743548153j),(1.5083342283502656+0.01898378767421936j),(0.21458755809683847-0.2900810093234325j),(0.4720931999640766-1.5170393450744843j),(0.3712565583772248-0.5229140530143371j),(0.01833256166704994+2.3105026709755907j),(0.2926836472480444+0.06623094973417898j),(1.8639813054260466-0.03756464500324965j),(1.2861409936118806-2.049092195301675j),(0.708071838692313-0.33118827479236057j),(0.18424189910143318+0.02562531931228393j),(0.1595424144304393-0.12258561039831865j),(6.292470860373773+7.003258915652839j),(0.2991697740765588-0.28215330810262546j),(0.5201136177229831-0.9999423192281941j),(0.5248675729881584-1.150292925342412j),(0.5003775764225211-0.7155226258346226j),(0.34114745424570475+0.07821884954745162j),(1.42035691527029+0.07882892860975585j)
1.98,(0.3216749091318389+0.01588165285042689j),(0.3245707252859918-0.3507100496619799j),(1.5074712646289172+0.026853323880749562j),(0.2208026253800192-0.3024714210998706j),(0.48100137806289955-1.5681558323058988j),(0.3813022458566251-0.5370297334653128j),(0.04514456318005139+2.2185936941066298j),(0.2911651733672325+0.05714849553481822j),(1.8652865566375567-0.02018104146742185j),(1.3394900439625252-2.1211069631436166j),(0.7166758087928198-0.3370288881947236j),(0.18377621938765243+0.014451107647318603j),(0.16240444671313756-0.13457454351657683j),(5.24615320493572+6.677087568831366j),(0.30560989409452344-0.2929192359016656j),(0.5335188215209722-1.0274059768851311j),(0.5379933840884354-1.1838145964062792j),(0.5130313304074413-0.7332825710936353j),(0.3392907073898307+0.06999384284674844j),(1.4174144227616634+0.08475970206067591j)
1.99,(0.3213829192614312+0.007413267355315667j),(0.33227223377879983-0.3621084273925576j),(1.5063085328373262+0.03474245753909351j),(0.2272493002788106-0.3149494820413059j),(0.489928134759837-1.622044192622574j),(0.3915677562672909-0.5513894944119001j),(0.0683423071845236+2.132109512446988j),(0.28986861574464023+0.04802814992121392j),(1.8658047592009632-0.0026575958483357476j),(1.3978486197954458-2.196933141302888j),(0.7254580875873413-0.3428966913727535j),(0.18357047485562103+0.0032387997224506576j),(0.16552767218903808-0.14660810685740291j),(4.42988571335176+6.2925535401934605j),(0.3122733983011996-0.30375866247859923j),(0.5472403935639851-1.0558864134610857j),(0.5514314723778835-1.2187518129568409j),(0.5259698205984422-0.7515015675562767j),(0.33763755181060046+0.061731161257850824j),(1.4142546753023602+0.0906503582355996j)
2.0,(0.3213033994115265-0.0010731202066112736j),(0.3401897163718539-0.37359310277596824j),(1.504846932421218+0.042617047939737716j),(0.2339232546755376-0.3275005435291856j),(0.49885035835325675-1.6788758941812165j),(0.40204791667103584-0.5659848805352814j),(0.08837153345814962+2.0506924838289486j),(0.28879604012681853+0.038888210697842616j),(1.865526152302035+0.014920353853210451j),(1.461810931526094-2.276709382039504j),(0.7344118038034694-0.34877958906435813j),(0.18362575724111863-0.007992573807977642j),(0.16891014149383377-0.15866838892640156j),(3.7926186502135213+5.898208467393382j),(0.3191563463438685-0.31465645959994876j),(0.5612791445368472-1.085410825641921j),(0.5651838749618177-1.2551580955593888j),(0.5391901686523073-0.7701784630914549j),(0.3361903501591204+0.053448541997172735j),(1.4108845765894957+0.09647558225664016j)
