t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019
1.27,(15.933840436781988-19.312601898185154j),(-170.9134185562495+53.71633677883517j),(0.0035074946485373296-0.007378748418327749j),(81.70056823749675+9.312197421287252j),(-19.976325194981836-13.744197527226355j),(-129.41610021987236-148.0858085376102j),(-1.0500054559672583e-10-8.690350665546853e-11j),(3.634834056827734+2.662859335886148j),(-0.000725337533367904+0.00023976305725793227j),(0.349532431051396+0.19672299495904966j),(50.248374030558054+30.590172458423048j),(-0.9120681210069843-0.34794109034597115j),(36.212240842605155-4.316457608692534j),(6.646467095619393e-07-7.58302620222108e-09j),(-78.80894213680703+147.68602628451737j),(62.606063272423455-0.7302566993187476j),(-18.846393591704825+109.11005082783412j),(173.78171314078918-168.09024485455325j),(-5.5527619289372865+1.7238843699953348j),(0.00022845841561555484+0.004798441897669945j)
1.28,(10.736732289542848-23.87391199609111j),(-156.43570185748956+91.49665519362738j),(0.0013719880140760654-0.008203674650343313j),(84.2076383515542-9.882197524303471j),(-20.665643604477918-8.906988430369879j),(-156.95226770193554-117.09773062298292j),(-4.5316889690038014e-11-5.2074411988253145e-11j),(4.423946018601135+1.6551793670237565j),(-0.0006194461033822745+0.00042033471917583023j),(0.34192668634124873+0.10767731649396699j),(54.94744832762914+16.178603438242472j),(-0.9027521814277218-0.11047515157943671j),(35.65679097684723-13.595095637469619j),(4.7425236189239775e-07-8.862885112720514e-08j),(-43.56976046122321+164.51411376274507j),(57.660872815795415-12.185627267224415j),(3.5008484238085202+104.4755605984445j),(132.33153168997987-195.73195429705677j),(-5.154900576081566+3.3054989691315715j),(0.0016294602000064779+0.004704391807960678j)
1.29,(4.313634522887499-26.97874873036669j),(-133.51052391483958+125.11574701402604j),(-0.0008730003575822677-0.008419548506679062j),(82.04385938195077-29.526204714293357j),(-20.423744560274624-4.3870960571052136j),(-177.0328926150759-81.05865524380555j),(-1.788188925990547e-11-3.00020009559205e-11j),(4.922621896365803+0.43057326280126973j),(-0.00047731171161671294+0.000557760500100453j),(0.31944979075927626+0.03253166131637847j),(55.763458946268955+1.550966090364014j),(-0.8264348102448515+0.09238316901919338j),(32.69203810080661-22.74255801589592j),(3.298725696071289e-07-1.1960502157550355e-07j),(-4.974711318209202+172.63991537843754j),(50.9568243418835-21.869756233173554j),(23.287883446380867+95.89344280630793j),(86.98976674791828-213.66009627284592j),(-4.317115516635182+4.776713685077378j),(0.002953078067270643+0.004224437222219699j)
1.3,(-2.911825960176948-28.319285322376395j),(-103.37992778482665+152.70606652463303j),(-0.0030610507852674752-0.008048093883405796j),(75.19470021220872-48.46074744465932j),(-19.396946747550754-0.3235872455533527j),(-188.79416063871776-41.78194982389407j),(-5.9452630323666906e-12-1.6637338237666918e-11j),(5.075978343015832-0.9244400920733099j),(-0.00031408033380502215+0.0006483203520725757j),(0.28689761531792213-0.028236733652095947j),(52.93029381091174-12.322197043184639j),(-0.7022746149113425+0.24230658600934518j),(27.379909877714404-31.124973372064016j),(2.2437011462131575e-07-1.226794697193318e-07j),(34.78011304407046+171.49432357277897j),(42.96364360412284-29.584530523474115j),(39.94166990610323+84.16773740618282j),(39.97757690779605-221.50530304898186j),(-3.0762038876780844+6.01774283540886j),(0.004100297702324837+0.003405906756909795j)
1.31,(-10.446403743069808-27.713744664045784j),(-67.680184612087+172.77420583784144j),(-0.005049834985987543-0.007151426082296931j),(63.93311211701601-65.56190682038212j),(-17.74240432525192+3.186021943324597j),(-191.8138618282112-1.2002745580732324j),(-1.185426842147932e-12-8.863515763961049e-12j),(4.855327722878299-2.311196138233184j),(-0.00014354388163078413+0.0006926223621753922j),(0.2483309595314586-0.075096785171156j),(46.89900418355639-24.608520541047543j),(-0.5537146730270429+0.32913898777039047j),(19.94995803117236-38.140183079373294j),(1.4956866812046372e-07-1.1183196451758039e-07j),(73.44410606563955+161.06513179506516j),(34.15009324905372-35.23898452428699j),(53.09727481658906+70.14932248979534j),(-6.520504605552524-219.39221905500852j),(-1.500572035298768+6.9223302868009355j),(0.004994597227524403+0.002318016215936541j)
1.32,(-17.764815949661383-25.119007370108j),(-28.33083722496688+184.2750249993189j),(-0.006728301926485232-0.00582021073438946j),(48.797299278609-79.81017064257799j),(-15.618886499684356+6.083073222529685j),(-186.11607271130555+38.74026695769103j),(4.2341352891625776e-13-4.51246400522118e-12j),(4.260130007778192-3.6267601372444416j),(2.2716183487612356e-05+0.0006945036634406023j),(0.2070367589396586-0.10915153902267405j),(38.2836472174081-34.65320999966684j),(-0.4054145362949626+0.35148783327770294j),(10.784643077388168-43.26165548387353j),(9.78794267559829e-08-9.539229170971236e-08j),(108.85089743693258+141.88227293890813j),(24.96318931203765-38.83884123965637j),(62.58768094894191+54.689231851365165j),(-50.461061039340336-207.90178310625157j),(0.31482347383419507+7.405638354544786j),(0.005585004526426372+0.0010429917056147247j)
1.33,(-24.348187392961027-20.63228236662545j),(12.5862697713886+186.65419273933622j),(-0.008019545733541031-0.004161816999944732j),(30.55303375109966-90.3499580378459j),(-13.179295836952415+8.343586354474096j),(-172.15153726569622+76.18041022172002j),(7.60304171195262e-13-2.1726384092685077e-12j),(3.3176637737977996-4.771765310051833j),(0.0001757340886926114+0.0006599250731645725j),(0.1655570541087584-0.13188088935061498j),(27.80358095497287-42.00107729807294j),(-0.28033804162681525+0.31628429878694436j),(0.39348484807101514-46.07620411049998j),(6.296362793556105e-08-7.798609009565525e-08j),(139.04454574452188+114.97023160102032j),(15.81182893584772-40.4731623911162j),(68.42504758627551+38.59920412404611j),(-90.03062546848834-188.0135125588811j),(2.2553023810106203+7.4103031049878805j),(0.005846228628554427-0.000332295733757044j)
1.34,(-29.720363536030263-14.4825620088667j),(52.94963439617824+179.85952324626982j),(-0.008880134622406402-0.0022896510343593194j),(10.14405845705145-96.53653192310449j),(-10.564979666058642+9.97317593725727j),(-150.75690914382395+109.43737301557444j),(6.585343661599306e-13-9.69749302448233e-13j),(2.080639984534143-5.65760544450208j),(0.000309208319879916+0.0005959798183293407j),(0.1257603954051675-0.1449410105301318j),(16.22684312768135-46.4025590643833j),(-0.19729672624452466+0.2374970809036488j),(-10.621516189347835-46.31288896997063j),(3.9864630593393465e-08-6.192945274493563e-08j),(162.3862603208974+81.77334524052819j),(7.054806467467788-40.29938349891262j),(70.77606107197252+22.62035436757054j),(-123.71584849863649-161.0329292190078j),(4.194429134524473+6.91034849817075j),(0.005776520899360224-0.0017234393213695976j)
1.35,(-33.47961548358924-7.013307691914314j),(90.71507438117382+164.3234060878412j),(-0.00929685955904302-0.0003144023088947513j),(-11.365577315637701-97.96851724160678j),(-7.901750826836279+11.001563573202928j),(-123.09685852306853+137.0799964307246j),(4.591639025779272e-13-3.845381222645072e-13j),(0.6231184038379722-6.212505374713304j),(0.00041929874420019173+0.000510083702500135j),(0.08893561899111055-0.15001674872296417j),(4.318245338532467-47.8059935524618j),(-0.16914306413715824+0.13425062037979615j),(-21.60626075376596-43.86134579347751j),(2.4882989700296773e-08-4.81752920062161e-08j),(177.63681649860948+44.06078913296999j),(-1.007067182518167-38.52779966015529j),(69.93381497219335+7.400142840864927j),(-150.35343705352437-128.50938535838787j),(6.002484273168827+5.9128471983563475j),(0.005394013316131686-0.00305393975484586j)
1.36,(-35.32391112156952+1.3417012268677304j),(124.02101173378739+140.92004818342386j),(-0.009281872866536952+0.0016624730229626828j),(-32.85338893391621-94.50527164872969j),(-5.2974407855080985+11.47708364013945j),(-90.59351102082947+157.98678474998795j),(2.825983327841771e-13-1.2035681124503398e-13j),(-0.9648326605860011-6.3861424224138865j),(0.00050427110810311+0.00040937107447156954j),(0.055893192293747423-0.14871999501219205j),(-7.205254696136638-46.33896352097193j),(-0.20169996048385114+0.02861743737410319j),(-31.897576389094766-38.77871343185366j),(1.535406763962442e-08-3.692480810753375e-08j),(184.0119095322799+3.818482268416375j),(-8.135196674831846-35.4063375665508j),(66.28833321609476-6.522736059201854j),(-169.159594241627-92.14932916100922j),(7.554840133569135+4.45738943703313j),(0.0047322538194024405-0.004258865007052217j)
1.37,(-35.068618723444544+10.087173448606602j),(151.27750020873154+110.90217549784313j),(-0.008867081248699537+0.003553032102087123j),(-53.20087548016872-86.26925618409739j),(-2.8407543420347348+11.461477008100209j),(-54.847807703256564+171.38545648363254j),(1.5754350678729655e-13-1.425655803169562e-14j),(-2.583262773155699-6.152641075569689j),(0.0005640713958204081+0.0003002901380138946j),(0.027064021562641975-0.142525704499624j),(-17.710363538131016-42.28169618870394j),(-0.2934189199325076-0.056664416868128765j),(-40.86576603685021-31.285227109307012j),(9.412947064847333e-09-2.8003886362087157e-08j),(181.2096128218121-36.86495031407271j),(-14.154328326901854-31.206223669614882j),(60.297450510063406-18.72630658184206j),(-179.73976671183974-53.729570125420736j),(8.739721781658334+2.613561551360908j),(0.0038355518218482418-0.005286832496932975j)
1.3800000000000001,(-32.65617207858688+18.697548426071684j),(171.2358963939124+75.82232781242588j),(-0.008098485579891625+0.005285115139784216j),(-71.35318691067557-73.63430348149448j),(-0.6011743254065323+11.025169988135099j),(-17.557221641749194+176.87370500192748j),(7.947592538646211e-14+1.9479922582196202e-14j),(-4.128793949053492-5.511898144909921j),(0.0005998921263957319+0.00018837208360178442j),(0.002589478341476062-0.1327371484853534j),(-26.67380273075662-36.03542067005205j),(-0.43568865547495217-0.10034216840726448j),(-47.953829413306536-21.74934436562978j),(5.7857756743441935e-09-2.1082779861152963e-08j),(169.41076068061074-75.91154487816783j),(-18.951135694292205-26.208956553417703j),(52.459347615434204-28.90709743208945j),(-182.08033665585054-15.014460715605988j),(9.464938083334888+0.476737389018278j),(0.0027545989966990046-0.006100565331373799j)
1.3900000000000001,(-28.15780750629017+26.648592150997533j),(183.03744616950587+37.44399602433655j),(-0.007030964284549225+0.00680296291807595j),(-86.37319973699084-57.20127518285587j),(1.370331062963169+10.243152113589073j),(19.56609047414121+174.42178810913435j),(3.534210570032719e-14+2.3647316429966395e-14j),(-5.500989359890592-4.489307606810727j),(0.0006137723756523291+7.813929214104434e-05j),(-0.017600628570063843-0.12047269770767095j),(-33.69928315384741-28.08830034587556j),(-0.6136723505945922-0.08451826958705802j),(-52.71095682834747-10.663921673482793j),(3.6209296970816246e-09-1.579609327699018e-08j),(149.2544105163928-111.36089729531025j),(-22.47080754290778-20.694823787009252j),(43.28764608497919-36.87685068374993j),(-176.52448371187046+22.319814916537457j),(9.663282477847444-1.8374517560592398j),(0.0015426733189080467-0.00667634846293323j)
1.4000000000000001,(-21.767951833135207+33.447521154366015j),(186.2402770870943-2.352322944348437j),(-0.005723810568527688+0.008066592713378545j),(-97.48767828489736-37.76304576594107j),(3.0400243286180277+9.19150024912465j),(54.87312473196758+164.3583178955522j),(1.2763851052274691e-14+1.816438345286143e-14j),(-6.608286343302515-3.1340386696565297j),(0.0006082557215930707-2.688408486059069e-05j),(-0.033723271875801326-0.10666756270862947j),(-38.52572757266236-18.981161393943403j),(-0.8075351583591561+0.00385017645647473j),(-54.81846656322416+1.3845635067341995j),(2.3602448435270383e-09-1.1802232703216547e-08j),(121.7915417519315-141.4657918236473j),(-24.712131663052528-14.9330714683008j),(33.28962712749643-42.55524751915297j),(-163.73482389543915+56.7513960852466j),(9.296416735362893-4.19957644077428j),(0.0002525909122787282-0.00700272750958621j)
1.41,(-13.792174435598497+38.66015736093354j),(180.82527323048745-41.66345521703035j),(-0.004237165205553635+0.009050336501342232j),(-104.12375265351639-16.261060244442383j),(4.3897354630811645+7.9445395602286295j),(86.84884103471725+147.34107544320196j),(2.586048842141803e-15+1.1351880010417177e-14j),(-7.373215773095765-1.5160797069873149j),(0.0005861160978830083-0.0001240933580282136j),(-0.04609037568827826-0.09208512956353963j),(-41.02772196211923-9.274773270484731j),(-0.9939221881311222+0.171863289014907j),(-54.10698348248566+13.751482291392918j),(1.6448674008860882e-09-8.807993311876714e-09j),(88.42079152508147-164.77280436769547j),(-25.721484734697707-9.17374350998706j),(22.947822217739187-45.95965217883506j),(-144.6455260093728+86.96763223532233j),(8.357153372474045-6.473408164913174j),(-0.0010655527716530503-0.0070787644849195j)
1.42,(-4.629853930033654+41.93398980717174j),(167.18224508380604-78.65407835023407j),(-0.0026293846256889193+0.009740901191851153j),(-105.93446293787301+6.264095334321631j),(5.414973306025198+6.57261667085009j),(114.17355451329354+124.31534668442009j),(-1.130053985276927e-15+6.027040061515084e-15j),(-7.736710035570549+0.27771233358293657j),(0.0005501526943874364-0.00021168441076499134j),(-0.05506870247442122-0.07733388267411469j),(-41.20939146527216+0.47996224059170345j),(-1.1475789810983485+0.4199931554533564j),(-50.56430807220377+25.771790910274625j),(1.2485781221310436e-09-6.57426158179841e-09j),(50.810524181085185-180.18526371998462j),(-25.58611526631308-3.641138364537431j),(12.705111136383827-47.19281728126839j),(-120.40688396766215+111.90754169838249j),(6.870143759576365-8.523095189035244j),(-0.002365882852550749-0.006912124291882528j)
1.43,(5.247220614991978+43.01635493861173j),(146.07825600570843-111.63984952368575j),(-0.0009552558057210046+0.010135243082910082j),(-102.81270458038213+28.725592767474982j),(6.122942780042108+5.140404995020539j),(135.77305730765562+96.462005460766j),(-1.8746754196602837e-15+2.6455193794639305e-15j),(-7.661362923653176+2.148296482997295j),(0.0005030468914423268-0.00028851778496776333j),(-0.06105002243398269-0.06288675979833963j),(-39.19294946698514+9.768053669108108j),(-1.2430069536991188+0.741782745065818j),(-44.33400103736413+36.79776072462545j),(1.0318067608277433e-09-4.9125522657759864e-09j),(10.811503857385517-187.006842913772j),(-24.42695601065291+1.4711896472306716j),(2.953128634397853-46.42925412186921j),(-92.32480444299979+130.79138642209548j),(4.891041962122658-10.220191323810418j),(-0.003607598741289477-0.006517186547492536j)
1.44,(15.319038732533553+41.76730021747218j),(118.6106675783814-139.16017307335787j),(0.0007350353568103098+0.01023848244396405j),(-94.89335354738196+50.04420704868781j),(6.530552663090211+3.7056941810178996j),(150.85627323149106+65.1382947951385j),(-1.5097341942426018e-15+8.249688537369709e-16j),(-7.133575178063644+3.989622560788791j),(0.0004472731517241354-0.00035398115139412105j),(-0.06442970906316509-0.04910099026897449j),(-35.203183362659416+18.132086679737146j),(-1.25610529043234+1.1238819581147579j),(-35.70527870646709+46.234498883525035j),(9.10581626930847e-10-3.677731867151123e-09j),(-29.635390834128003-184.96514214055446j),(-22.39124359914808+6.003995388083924j),(-5.976106588687973-43.90096980392539j),(-61.79805842210829+143.13723185616172j),(2.5042709107187053-11.450264338913687j),(-0.004755293908245036-0.005913338668213093j)
1.45,(25.043161060704563+38.16695871332254j),(86.14763315910022-160.038282474422j),(0.002396336285174253+0.010062019126806536j),(-82.54387753596176+69.20065722006971j),(6.662484100056442+2.318585735748788j),(158.93978783830892+31.813829452788426j),(-9.15338399097063e-16+1.9517029309299146e-17j),(-6.1645591350308075+5.6940596326480835j),(0.0003850531244082959-0.0004078614538288415j),(-0.06559215646773182-0.03623700987329928j),(-29.549048614015717+25.189271453832315j),(-1.1657536001188993+1.5463929093821946j),(-25.095251035497622+53.571437591529595j),(8.359713317207597e-10-2.759887301850163e-09j),(-68.59232463993453-174.2153545003777j),(-19.645102448593782+9.834581375702033j),(-13.81564652638982-39.88307300268549j),(-30.255588310991094+148.76492904263657j),(-0.18045596868024827-12.118859505580964j),(-0.0057788877483858836-0.005123538698725215j)
